Project_No,Simple Actors,Average Actors,Complex Actors,UAW,Simple UC,Average UC,Complex UC,UUCW,TCF,ECF,Real_P20,Real_Effort_Person_Hours,Language,Methodology,ApplicationType
258,0.0,0,0,6,0,0,0,290,1.0,1.0,308.0,6834,.Net,Unified Process and its variants,Mathematically-Intensive Application
259,0.0,0,0,23,0,0,0,481,1.0,1.0,288.9,11637,SQL,Rapid Application Development,Real-Time Application
260,0.0,0,0,6,0,0,0,216,1.0,1.0,368.25,5126,ASP,Personal Software Process (PSP),Business Application
261,0.0,0,0,18,0,0,0,371,1.0,1.0,288.75,8981,PowerBuilder,Unified Process and its variants,Real-Time Application
262,0.0,0,0,5,0,0,0,520,1.0,1.0,351.4,12121,SQL,Rapid Application Development,Real-Time application
263,0.0,0,0,12,0,0,0,471,1.0,1.0,347.1,11152,SQL,Multifunctional Teams,Infrastructure Software
264,0.0,0,0,7,0,0,0,350,1.0,1.0,302.55,8243,C,Waterfall,Business Application
265,0.0,0,0,9,0,0,0,293,1.0,1.0,323.7,6973,Java,Personal Software Process (PSP),Business Application
266,0.0,0,0,10,0,0,0,314,1.0,1.0,301.75,7481,Java,Incremental,Infrastructure Software
267,0.0,0,0,11,0,0,0,556,1.0,1.0,355.95,13091,C++,Waterfall,Real-Time Application
268,0.0,0,0,6,0,0,0,366,1.0,1.0,288.75,8589,Java,Incremental,Infrastructure Software
269,0.0,0,0,12,0,0,0,294,1.0,1.0,294.1,7065,Visual Basic,Incremental,Infrastructure Software
270,0.0,0,0,4,0,0,0,478,1.0,1.0,336.25,11129,Visual Basic,Unified Process and its variants,Business Application
271,0.0,0,0,8,0,0,0,317,1.0,1.0,320.8,7504,.Net,Rapid Application Development (RAD),Real-Time Application
272,0.0,0,0,8,0,0,0,429,1.0,1.0,298.55,10090,SQL,Rapid Application Development (RAD),Real-Time Application
273,0.0,0,0,7,0,0,0,475,1.0,1.0,294.0,11129,DELPHI,Rapid Application Development,Real-Time application
274,0.0,0,0,7,0,0,0,290,1.0,1.0,292.8,6857,PowerBuilder,Rapid Application Development (RAD),Real-Time Application
275,0.0,0,0,9,0,0,0,422,1.0,1.0,293.25,9951,Java,Rapid Application Development,Business Application
276,0.0,0,0,11,0,0,0,475,1.0,1.0,355.55,11221,C#,Incremental,Real-Time Application
277,0.0,0,0,13,0,0,0,377,1.0,1.0,297.0,9004,SQL,Multifunctional Teams,Business Application
278,0.0,0,0,8,0,0,0,437,1.0,1.0,367.5,10274,Visual Basic,Unified Process and its variants,Infrastructure Software
279,0.0,0,0,11,0,0,0,321,1.0,1.0,352.0,7665,Java,Rapid Application Development,Real-Time Application
280,0.0,0,0,1,0,0,0,309,1.0,1.0,294.1,7157,PowerBuilder,Personal Software Process (PSP),Infrastructure Software
281,0.0,0,0,14,0,0,0,338,1.0,1.0,382.15,8127,CSP,Incremental,Mathematically-Intensive Application
282,0.0,0,0,5,0,0,0,249,1.0,1.0,296.35,5864,C++,Incremental,Real-Time application
283,0.0,0,0,12,0,0,0,716,1.0,1.0,372.45,16808,Oracle,Multifunctional Teams,Business Application
284,0.0,0,0,11,0,0,0,360,1.0,1.0,296.35,8566,C,Rapid Application Development (RAD),Real-Time Application
285,0.0,0,0,15,0,0,0,389,1.0,1.0,308.65,9328,C,Personal Software Process (PSP),Real-Time application
286,0.0,0,0,14,0,0,0,350,1.0,1.0,301.2,8404,Java,Waterfall,Infrastructure Software
287,0.0,0,0,25,0,0,0,407,1.0,1.0,339.35,9974,Visual Basic,Waterfall,Infrastructure Software
288,0.0,0,0,6,0,0,0,311,1.0,1.0,347.1,7319,C#,Rapid Application Development (RAD),Real-Time Application
289,0.0,0,0,11,0,0,0,436,1.0,1.0,289.55,10321,Visual Basic,Rapid Application Development (RAD),Business Application
290,0.0,0,0,14,0,0,0,385,1.0,1.0,372.55,9212,Oracle,Personal Software Process (PSP),Business Application
291,0.0,0,0,2,0,0,0,333,1.0,1.0,294.0,7735,SQL,Incremental,Business Application
292,0.0,0,0,9,0,0,0,356,1.0,1.0,372.45,8427,C,Waterfall,Mathematically-Intensive Application
293,0.0,0,0,3,0,0,0,376,1.0,1.0,340.7,8751,XML,Incremental,Real-Time Application
294,0.0,0,0,9,0,0,0,385,1.0,1.0,330.0,9097,CSP,Personal Software Process (PSP),Real-Time application
295,0.0,0,0,9,0,0,0,340,1.0,1.0,297.2,8058,DELPHI,Incremental,Real-Time Application
296,0.0,0,0,9,0,0,0,382,1.0,1.0,297.2,9028,DELPHI,Personal Software Process (PSP),Infrastructure Software
297,0.0,0,0,9,0,0,0,373,1.0,1.0,303.1,8820,Visual Basic,Incremental,Real-Time application
298,0.0,0,0,15,0,0,0,452,1.0,1.0,347.1,10782,CSP,Unified Process and its variants,Mathematically-Intensive Application
299,0.0,0,0,13,0,0,0,323,1.0,1.0,365.15,7758,.Net,Rapid Application Development,Business Application
300,0.0,0,0,19,0,0,0,442,1.0,1.0,292.8,10644,C,Rapid Application Development,Business Application
301,0.0,0,0,9,0,0,0,359,1.0,1.0,362.6,8497,Visual Basic,Waterfall,Mathematically-Intensive Application
302,0.0,0,0,11,0,0,0,466,1.0,1.0,294.1,11013,C#,Incremental,Infrastructure Software
303,0.0,0,0,11,0,0,0,300,1.0,1.0,292.8,7181,XML,Unified Process and its variants,Real-Time Application
304,0.0,0,0,14,0,0,0,448,1.0,1.0,372.45,10667,Java,Unified Process and its variants,Business Application
305,0.0,0,0,20,0,0,0,398,1.0,1.0,316.85,9651,Oracle,Waterfall,Real-Time application
306,0.0,0,0,6,0,0,0,333,1.0,1.0,371.35,7827,PowerBuilder,Multifunctional Teams,Business Application
307,0.0,0,0,8,0,0,0,369,1.0,1.0,302.55,8704,SQL,Multifunctional Teams,Real-Time Application
308,0.0,0,0,8,0,0,0,388,1.0,1.0,368.25,9143,C++,Incremental,Business Application
309,0.0,0,0,14,0,0,0,531,1.0,1.0,355.95,12583,XML,Incremental,Business Application
310,0.0,0,0,8,0,0,0,235,1.0,1.0,371.35,5610,CSP,Rapid Application Development (RAD),Mathematically-Intensive Application
311,0.0,0,0,9,0,0,0,481,1.0,1.0,372.45,11313,.Net,Personal Software Process (PSP),Infrastructure Software
312,0.0,0,0,0,0,0,0,280,1.0,1.0,320.0,6465,Java,Rapid Application Development,Infrastructure Software
313,0.0,0,0,11,0,0,0,358,1.0,1.0,340.1,8520,DELPHI,Incremental,Infrastructure Software
314,0.0,0,0,12,0,0,0,380,1.0,1.0,302.4,9051,.Net,Rapid Application Development (RAD),Infrastructure Software
315,0.0,0,0,6,0,0,0,468,1.0,1.0,298.55,10944,C#,Personal Software Process (PSP),Business Application
316,0.0,0,0,12,0,0,0,339,1.0,1.0,338.2,8104,.Net,Rapid Application Development,Business Application
317,0.0,0,0,9,0,0,0,272,1.0,1.0,320.0,6488,XML,Personal Software Process (PSP),Infrastructure Software
318,0.0,0,0,11,0,0,0,450,1.0,1.0,321.65,10644,C#,Waterfall,Mathematically-Intensive Application
319,0.0,0,0,14,0,0,0,502,1.0,1.0,336.25,11914,C,Personal Software Process (PSP),Real-Time application
320,0.0,0,0,3,0,0,0,369,1.0,1.0,302.55,8589,C#,Multifunctional Teams,Real-Time application
321,0.0,0,0,19,0,0,0,399,1.0,1.0,336.25,9651,C++,Waterfall,Real-Time application
322,0.0,0,0,6,0,0,0,323,1.0,1.0,336.25,7596,XML,Multifunctional Teams,Business Application
323,0.0,0,0,13,0,0,0,314,1.0,1.0,308.0,7550,Visual Basic,Incremental,Mathematically-Intensive Application
324,0.0,0,0,11,0,0,0,308,1.0,1.0,288.75,7365,PowerBuilder,Unified Process and its variants,Mathematically-Intensive Application
325,0.0,0,0,13,0,0,0,355,1.0,1.0,320.8,8497,DELPHI,Unified Process and its variants,Infrastructure Software
326,0.0,0,0,18,0,0,0,401,1.0,1.0,316.85,9674,Java,Multifunctional Teams,Real-Time Application
327,0.0,0,0,9,0,0,0,508,1.0,1.0,299.25,11937,Java,Multifunctional Teams,Business Application
328,0.0,0,0,6,0,0,0,361,1.0,0.0,298.55,0,SQL,Multifunctional Teams,Mathematically-Intensive Application
329,0.0,0,0,5,0,0,0,279,1.0,1.0,290.0,6557,Oracle,Rapid Application Development,Real-Time application
330,0.0,0,0,13,0,0,0,350,1.0,1.0,320.8,8381,ASP,Personal Software Process (PSP),Real-Time application
331,0.0,0,0,15,0,0,0,467,1.0,1.0,303.1,11129,SQL,Multifunctional Teams,Real-Time Application
332,0.0,0,0,3,0,0,0,482,1.0,1.0,288.75,11198,Java,Rapid Application Development (RAD),Infrastructure Software
333,0.0,0,0,19,0,0,0,505,1.0,1.0,358.3,12098,C#,Rapid Application Development (RAD),Real-Time application
334,0.0,0,0,18,0,0,0,485,1.0,1.0,293.8,11613,Visual Basic,Unified Process and its variants,Mathematically-Intensive Application
335,0.0,0,0,9,0,0,0,325,1.0,1.0,387.9,7712,SQL,Unified Process and its variants,Infrastructure Software
336,0.0,0,0,12,0,0,0,435,1.0,1.0,288.9,10321,Oracle,Incremental,Real-Time Application
337,0.0,0,0,10,0,0,0,457,1.0,1.0,398.1,10782,Visual Basic,Multifunctional Teams,Real-Time Application
338,0.0,0,0,7,0,0,0,558,1.0,1.0,308.0,13045,SQL,Unified Process and its variants,Real-Time application
339,0.0,0,0,9,0,0,0,458,1.0,1.0,293.65,10782,CSP,Incremental,Infrastructure Software
340,0.0,0,0,8,0,0,0,211,1.0,1.0,351.4,5056,DELPHI,Rapid Application Development,Real-Time application
341,0.0,0,0,12,0,0,0,389,1.0,1.0,387.9,9258,DELPHI,Incremental,Mathematically-Intensive Application
342,0.0,0,0,9,0,0,0,402,1.0,1.0,372.45,9489,.Net,Incremental,Real-Time application
343,0.0,0,0,15,0,0,0,490,1.0,1.0,339.35,11660,PowerBuilder,Multifunctional Teams,Business Application
344,0.0,0,0,9,0,0,0,436,1.0,1.0,321.65,10274,C,Incremental,Real-Time Application
345,0.0,0,0,17,0,0,0,320,1.0,1.0,301.2,7781,Java,Multifunctional Teams,Real-Time application
346,0.0,0,0,13,0,0,0,483,1.0,1.0,297.2,11452,C++,Multifunctional Teams,Business Application
347,0.0,0,0,10,0,0,0,428,1.0,1.0,390.25,10113,Visual Basic,Personal Software Process (PSP),Real-Time application
348,0.0,0,0,9,0,0,0,415,1.0,1.0,339.35,9789,ASP,Incremental,Real-Time Application
349,0.0,0,0,16,0,0,0,531,1.0,1.0,293.15,12629,XML,Incremental,Infrastructure Software
350,0.0,0,0,10,0,0,0,400,1.0,1.0,320.8,9466,PowerBuilder,Incremental,Business Application
351,0.0,0,0,11,0,0,0,332,1.0,1.0,297.2,7919,PowerBuilder,Unified Process and its variants,Business Application
352,0.0,0,0,5,0,0,0,301,1.0,1.0,301.15,7065,.Net,Rapid Application Development,Real-Time Application
353,0.0,0,0,14,0,0,0,322,1.0,1.0,365.15,7758,DELPHI,Incremental,Business Application
354,0.0,0,0,8,0,0,0,577,1.0,1.0,355.55,13507,Java,Unified Process and its variants,Business Application
355,0.0,0,0,9,0,0,0,378,1.0,1.0,293.25,8935,DELPHI,Waterfall,Real-Time application
356,0.0,0,0,14,0,0,0,234,1.0,1.0,340.1,5726,XML,Personal Software Process (PSP),Business Application
357,0.0,0,0,13,0,0,0,542,1.0,1.0,294.0,12814,.Net,Personal Software Process (PSP),Business Application
358,0.0,0,0,15,0,0,0,555,1.0,1.0,301.75,13160,C,Incremental,Real-Time application
359,0.0,0,0,4,0,0,0,299,1.0,1.0,302.55,6996,C++,Waterfall,Business Application
360,0.0,0,0,9,0,0,0,435,1.0,1.0,323.7,10251,Visual Basic,Multifunctional Teams,Real-Time Application
361,0.0,0,0,7,0,0,0,424,1.0,1.0,323.7,9951,Visual Basic,Personal Software Process (PSP),Business Application
362,0.0,0,0,7,0,0,0,451,1.0,1.0,334.5,10575,C#,Unified Process and its variants,Infrastructure Software
363,0.0,0,0,16,0,0,0,479,1.0,1.0,338.05,11429,C++,Personal Software Process (PSP),Real-Time application
364,0.0,0,0,12,0,0,0,357,1.0,1.0,289.55,8520,DELPHI,Rapid Application Development,Infrastructure Software
365,0.0,0,0,11,0,0,0,553,1.0,1.0,318.0,13022,XML,Unified Process and its variants,Mathematically-Intensive Application
366,0.0,0,0,11,0,0,0,245,1.0,1.0,347.1,5911,CSP,Incremental,Real-Time application
367,0.0,0,0,6,0,0,0,548,1.0,1.0,303.1,12791,C,Waterfall,Real-Time application
368,0.0,0,0,8,0,0,0,440,1.0,1.0,338.2,10344,XML,Incremental,Real-Time application
369,0.0,0,0,14,0,0,0,377,1.0,1.0,371.35,9028,DELPHI,Incremental,Infrastructure Software
370,0.0,0,0,9,0,0,0,555,1.0,1.0,301.75,13022,CSP,Unified Process and its variants,Business Application
371,0.0,0,0,11,0,0,0,466,1.0,1.0,340.45,11013,.Net,Incremental,Real-Time Application
372,0.0,0,0,9,0,0,0,416,1.0,1.0,318.0,9813,C,Personal Software Process (PSP),Business Application
373,0.0,0,0,11,0,0,0,274,1.0,1.0,289.1,6580,ASP,Waterfall,Infrastructure Software
374,0.0,0,0,11,0,0,0,260,1.0,1.0,382.15,6257,Visual Basic,Unified Process and its variants,Real-Time application
375,0.0,0,0,15,0,0,0,439,1.0,1.0,297.2,10482,ASP,Rapid Application Development (RAD),Real-Time Application
376,0.0,0,0,13,0,0,0,318,1.0,1.0,339.35,7642,XML,Waterfall,Infrastructure Software
377,0.0,0,0,10,0,0,0,272,1.0,1.0,299.25,6511,Visual Basic,Waterfall,Real-Time application
378,0.0,0,0,0,0,0,0,400,1.0,1.0,390.25,9235,PowerBuilder,Rapid Application Development,Infrastructure Software
379,0.0,0,0,9,0,0,0,330,1.0,1.0,358.3,7827,C,Incremental,Infrastructure Software
380,0.0,0,0,12,0,0,0,369,1.0,1.0,308.65,8797,C++,Multifunctional Teams,Real-Time application
381,0.0,0,0,6,0,0,0,404,1.0,1.0,301.75,9466,C++,Multifunctional Teams,Business Application
382,0.0,0,0,9,0,0,0,536,1.0,1.0,289.1,12583,PowerBuilder,Waterfall,Mathematically-Intensive Application
383,0.0,0,0,13,0,0,0,396,1.0,1.0,293.65,9443,DELPHI,Rapid Application Development,Infrastructure Software
384,0.0,0,0,9,0,0,0,311,1.0,1.0,390.25,7388,C,Waterfall,Infrastructure Software
385,0.0,0,0,6,0,0,0,491,1.0,1.0,296.35,11475,C#,Unified Process and its variants,Mathematically-Intensive Application
386,0.0,0,0,21,0,0,0,643,1.0,1.0,288.75,15331,Java,Unified Process and its variants,Real-Time application
387,0.0,0,0,7,0,0,0,340,1.0,1.0,347.1,8012,DELPHI,Unified Process and its variants,Infrastructure Software
388,0.0,0,0,8,0,0,0,419,1.0,1.0,301.2,9859,SQL,Incremental,Real-Time application
389,0.0,0,0,7,0,0,0,378,1.0,1.0,340.45,8889,PowerBuilder,Personal Software Process (PSP),Real-Time Application
390,0.0,0,0,4,0,0,0,480,1.0,1.0,338.2,11175,PowerBuilder,Personal Software Process (PSP),Real-Time Application
391,0.0,0,0,6,0,0,0,304,1.0,1.0,340.1,7157,C,Incremental,Business Application
392,0.0,0,0,5,0,0,0,324,1.0,1.0,308.65,7596,C#,Multifunctional Teams,Real-Time Application
393,0.0,0,0,6,0,0,0,267,1.0,1.0,294.25,6303,CSP,Unified Process and its variants,Mathematically-Intensive Application
394,0.0,0,0,11,0,0,0,373,1.0,1.0,338.2,8866,C,Multifunctional Teams,Infrastructure Software
395,0.0,0,0,15,0,0,0,333,1.0,1.0,371.35,8035,.Net,Waterfall,Real-Time application
396,0.0,0,0,16,0,0,0,394,1.0,1.0,398.5,9466,.Net,Multifunctional Teams,Mathematically-Intensive Application
397,0.0,0,0,16,0,0,0,426,1.0,1.0,308.0,10205,ASP,Multifunctional Teams,Infrastructure Software
398,0.0,0,0,2,0,0,0,496,1.0,1.0,347.1,11498,DELPHI,Unified Process and its variants,Real-Time application
399,0.0,0,0,7,0,0,0,468,1.0,1.0,293.25,10967,ASP,Unified Process and its variants,Real-Time Application
400,0.0,0,0,3,0,0,0,477,1.0,1.0,294.0,11082,Java,Waterfall,Infrastructure Software
401,0.0,0,0,17,0,0,0,402,1.0,1.0,334.5,9674,C,Incremental,Mathematically-Intensive Application
402,0.0,0,0,17,0,0,0,423,1.0,1.0,292.8,10159,PowerBuilder,Unified Process and its variants,Business Application
403,0.0,0,0,9,0,0,0,337,1.0,1.0,298.55,7989,ASP,Personal Software Process (PSP),Infrastructure Software
404,0.0,0,0,14,0,0,0,492,1.0,1.0,351.4,11683,ASP,Multifunctional Teams,Business Application
405,0.0,0,0,9,0,0,0,503,1.0,1.0,316.85,11821,ASP,Rapid Application Development,Mathematically-Intensive Application
406,0.0,0,0,10,0,0,0,457,1.0,1.0,294.0,10782,.Net,Multifunctional Teams,Infrastructure Software
407,0.0,0,0,20,0,0,0,446,1.0,1.0,320.8,10759,C#,Personal Software Process (PSP),Real-Time Application
408,0.0,0,0,12,0,0,0,373,1.0,1.0,371.35,8889,C#,Multifunctional Teams,Infrastructure Software
409,0.0,0,0,7,0,0,0,379,1.0,1.0,398.1,8912,C++,Personal Software Process (PSP),Real-Time application
410,0.0,0,0,6,0,0,0,383,1.0,1.0,365.15,8981,ASP,Rapid Application Development,Real-Time application
411,0.0,0,0,9,0,0,0,477,1.0,1.0,296.35,11221,PowerBuilder,Personal Software Process (PSP),Real-Time Application
412,0.0,0,0,10,0,0,0,311,1.0,1.0,308.65,7411,Visual Basic,Unified Process and its variants,Business Application
413,0.0,0,0,7,0,0,0,510,1.0,1.0,382.15,11937,ASP,Personal Software Process (PSP),Real-Time application
414,0.0,0,0,11,0,0,0,426,1.0,1.0,370.3,10090,DELPHI,Personal Software Process (PSP),Real-Time application
415,0.0,0,0,17,0,0,0,320,1.0,1.0,290.0,7781,ASP,Rapid Application Development (RAD),Mathematically-Intensive Application
416,0.0,0,0,9,0,0,0,241,1.0,1.0,294.0,5772,C++,Waterfall,Real-Time application
417,0.0,0,0,7,0,0,0,439,1.0,1.0,336.25,10297,ASP,Rapid Application Development (RAD),Business Application
418,0.0,0,0,20,0,0,0,348,1.0,1.0,340.1,8497,Java,Multifunctional Teams,Real-Time application
419,0.0,0,0,8,0,0,0,302,1.0,1.0,320.0,7157,C,Multifunctional Teams,Infrastructure Software
420,0.0,0,0,16,0,0,0,308,1.0,1.0,352.2,7481,C,Rapid Application Development (RAD),Mathematically-Intensive Application
421,0.0,0,0,2,0,0,0,478,1.0,1.0,288.9,11082,SQL,Waterfall,Real-Time application
422,0.0,0,0,7,0,0,0,375,1.0,1.0,298.55,8820,CSP,Rapid Application Development,Mathematically-Intensive Application
423,0.0,0,0,2,0,0,0,571,1.0,1.0,390.25,13230,Oracle,Rapid Application Development (RAD),Real-Time application
424,0.0,0,0,18,0,0,0,355,1.0,1.0,338.05,8612,Visual Basic,Waterfall,Business Application
425,0.0,0,0,11,0,0,0,417,1.0,1.0,398.5,9882,Java,Incremental,Real-Time Application
426,0.0,0,0,13,0,0,0,527,1.0,1.0,298.1,12468,ASP,Unified Process and its variants,Infrastructure Software
427,0.0,0,0,13,0,0,0,368,1.0,1.0,294.25,8797,XML,Unified Process and its variants,Infrastructure Software
428,0.0,0,0,17,0,0,0,582,1.0,1.0,301.2,13830,C,Personal Software Process (PSP),Business Application
429,0.0,0,0,4,0,0,0,481,1.0,1.0,312.0,11198,ASP,Incremental,Infrastructure Software
430,0.0,0,0,17,0,0,0,239,1.0,1.0,352.2,5911,CSP,Unified Process and its variants,Mathematically-Intensive Application
431,0.0,0,0,9,0,0,0,407,1.0,1.0,303.1,9605,Visual Basic,Rapid Application Development (RAD),Mathematically-Intensive Application
432,0.0,0,0,13,0,0,0,415,1.0,1.0,292.8,9882,C#,Personal Software Process (PSP),Infrastructure Software
433,0.0,0,0,16,0,0,0,374,1.0,1.0,339.35,9004,XML,Multifunctional Teams,Business Application
434,0.0,0,0,12,0,0,0,597,1.0,1.0,372.55,14061,DELPHI,Personal Software Process (PSP),Real-Time Application
435,0.0,0,0,21,0,0,0,358,1.0,1.0,387.9,8751,XML,Waterfall,Infrastructure Software
436,0.0,0,0,19,0,0,0,383,1.0,1.0,299.65,9282,Java,Rapid Application Development (RAD),Real-Time Application
437,0.0,0,0,10,0,0,0,439,1.0,1.0,316.85,10367,.Net,Waterfall,Infrastructure Software
438,0.0,0,0,15,0,0,0,410,1.0,1.0,297.0,9813,C#,Rapid Application Development,Business Application
439,0.0,0,0,11,0,0,0,419,1.0,1.0,297.0,9928,Visual Basic,Unified Process and its variants,Real-Time application
440,0.0,0,0,7,0,0,0,380,1.0,1.0,293.25,8935,CSP,Multifunctional Teams,Mathematically-Intensive Application
441,0.0,0,0,13,0,0,0,542,1.0,1.0,382.15,12814,Oracle,Personal Software Process (PSP),Real-Time Application
442,0.0,0,0,7,0,0,0,357,1.0,1.0,334.5,8404,SQL,Multifunctional Teams,Real-Time Application
443,0.0,0,0,10,0,0,0,305,1.0,1.0,320.6,7273,C++,Rapid Application Development,Business Application
444,0.0,0,0,8,0,0,0,407,1.0,1.0,368.25,9582,C++,Multifunctional Teams,Real-Time Application
445,0.0,0,0,13,0,0,0,427,1.0,1.0,305.85,10159,DELPHI,Incremental,Real-Time Application
446,0.0,0,0,0,0,0,0,234,1.0,1.0,376.6,5403,XML,Multifunctional Teams,Business Application
447,0.0,0,0,11,0,0,0,496,1.0,1.0,339.35,11706,PowerBuilder,Rapid Application Development,Mathematically-Intensive Application
448,0.0,0,0,11,0,0,0,502,1.0,1.0,390.25,11844,PowerBuilder,Personal Software Process (PSP),Real-Time Application
449,0.0,0,0,2,0,0,0,478,1.0,1.0,294.1,11082,PowerBuilder,Unified Process and its variants,Real-Time application
450,0.0,0,0,14,0,0,0,436,1.0,1.0,376.6,10390,SQL,Rapid Application Development,Business Application
451,0.0,0,0,7,0,0,0,413,1.0,1.0,334.5,9697,Java,Waterfall,Real-Time Application
452,0.0,0,0,11,0,0,0,338,1.0,1.0,396.75,8058,C++,Rapid Application Development,Real-Time application
453,0.0,0,0,13,0,0,0,365,1.0,1.0,339.35,8727,CSP,Rapid Application Development,Real-Time Application
454,0.0,0,0,14,0,0,0,326,1.0,1.0,303.1,7850,C,Rapid Application Development,Real-Time application
455,0.0,0,0,7,0,0,0,573,1.0,1.0,376.6,13391,PowerBuilder,Rapid Application Development (RAD),Business Application
456,0.0,0,0,18,0,0,0,344,1.0,1.0,371.35,8358,PowerBuilder,Rapid Application Development (RAD),Business Application
457,0.0,0,0,9,0,0,0,436,1.0,1.0,320.8,10274,Oracle,Personal Software Process (PSP),Real-Time application
458,0.0,0,0,13,0,0,0,430,1.0,1.0,340.7,10228,Visual Basic,Unified Process and its variants,Infrastructure Software
459,0.0,0,0,12,0,0,0,300,1.0,1.0,308.65,7204,PowerBuilder,Personal Software Process (PSP),Infrastructure Software
460,0.0,0,0,5,0,0,0,469,1.0,1.0,298.1,10944,PowerBuilder,Rapid Application Development,Mathematically-Intensive Application
461,0.0,0,0,17,0,0,0,456,1.0,1.0,376.6,10921,ASP,Unified Process and its variants,Infrastructure Software
462,0.0,0,0,6,0,0,0,333,1.0,1.0,336.25,7827,SQL,Incremental,Real-Time Application
463,0.0,0,0,12,0,0,0,196,1.0,1.0,398.5,4802,Visual Basic,Multifunctional Teams,Infrastructure Software
464,0.0,0,0,13,0,0,0,381,1.0,1.0,370.3,9097,XML,Multifunctional Teams,Mathematically-Intensive Application
465,0.0,0,0,9,0,0,0,291,1.0,1.0,294.0,6927,SQL,Rapid Application Development (RAD),Business Application
466,0.0,0,0,7,0,0,0,412,1.0,1.0,316.85,9674,DELPHI,Rapid Application Development,Infrastructure Software
467,0.0,0,0,11,0,0,0,464,1.0,1.0,372.45,10967,Oracle,Unified Process and its variants,Real-Time Application
468,0.0,0,0,14,0,0,0,372,1.0,1.0,376.6,8912,SQL,Multifunctional Teams,Real-Time application
469,0.0,0,0,13,0,0,0,476,1.0,1.0,387.9,11290,ASP,Multifunctional Teams,Business Application
470,0.0,0,0,13,0,0,0,272,1.0,1.0,340.45,6580,Visual Basic,Rapid Application Development,Business Application
471,0.0,0,0,13,0,0,0,399,1.0,1.0,297.0,9512,SQL,Unified Process and its variants,Real-Time Application
