ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Resource,Dev.Type,Duration,N_effort,Effort,
291,166,126,0,38,0,0,0,164,0,17.9,18.1,21.6,21.8,1,0,13,3580,2971,
292,354,48,34,174,73,25,354,0,0,16.5,16.5,16.5,16.5,1,0,10,5841,5841,
293,615,546,0,74,7,0,627,0,0,1.5,1.5,1.5,1.5,2,0,8,941,941,
294,126,46,7,18,49,15,135,0,0,8.2,7.7,8.2,7.7,2,0,8,1035,1035,
295,1390,379,377,133,182,170,1241,0,0,4,4.5,4,4.5,3,0,13,5597,5597,
296,129,30,59,10,39,0,94,44,0,23.2,21.7,27.9,26.1,1,0,8,3600,2988,
297,203,35,48,6,14,100,203,0,0,15.9,15.9,15.9,15.9,1,0,5,3219,3219,
298,758,116,312,132,30,58,648,0,0,6.1,7.1,6.1,7.1,1,0,15,4630,4630,
299,558,92,116,57,196,0,461,0,0,7.4,8.9,7.4,8.9,1,0,6,4112,4112,
300,25,14,0,4,7,0,22,0,3,23.2,23.2,23.2,23.2,1,0,6,580,580,
301,850,94,348,205,45,74,320,446,0,12.9,14.3,15.5,17.2,1,0,5,13183,10942,
302,235,78,10,123,68,0,13,82,184,4,3.4,4.8,4,1,0,9,1129,937,
303,58,15,0,19,22,0,26,30,0,43.4,44.9,52.2,54.1,1,0,8,3030,2515,
304,316,14,118,14,155,0,139,151,11,8.2,8.6,8.2,8.6,2,0,8,2600,2600,
305,7633,1240,2455,135,1732,1572,1376,5193,565,3.3,3.5,3.3,3.5,2,0,19,25217,25217,
306,119,0,118,0,0,0,95,19,4,1.5,1.5,1.8,1.8,1,0,2,212,176,
307,55,12,17,6,14,10,59,0,0,6.2,5.8,7.5,7,1,0,3,411,341,
308,1644,240,858,177,91,115,1481,0,0,9.9,11,9.9,11,1,0,38,16357,16357,
309,1193,196,667,149,115,54,516,485,180,2.5,2.5,3,3.1,1,0,12,3622,3006,
310,605,155,231,91,105,0,582,0,0,2.8,2.9,3.4,3.5,1,0,8,2041,1694,
311,389,120,94,77,63,10,198,166,0,2.9,3.1,2.9,3.1,2,0,6,1134,1134,
312,132,56,0,27,38,7,128,0,0,9,9.3,10.8,11.2,1,0,8,1429,1186,
313,132,30,50,22,24,0,39,27,60,10.5,11,12.6,13.2,1,0,9,1666,1383,
314,286,94,36,44,38,55,267,0,0,6,6.5,6,6.5,1,0,6,1727,1727,
315,305,73,87,39,63,10,272,0,0,14.8,16.6,14.8,16.6,3,0,7,4504,4504,
316,268,73,105,0,70,0,248,0,0,17.9,19.4,20.6,22.2,2,0,8,5517,4800,
317,110,36,15,0,49,10,110,0,0,23.2,23.2,23.2,23.2,2,0,24,2553,2553,
318,3963,1184,616,952,1091,42,3885,0,0,4.3,4.4,4.3,4.4,2,0,11,16921,16921,
319,397,83,252,16,58,0,409,0,0,18.8,18.2,22.6,22,1,0,7,8987,7459,
320,254,90,39,3,117,0,119,100,30,15.3,15.6,15.3,15.6,2,0,11,3877,3877,
321,134,73,0,22,14,0,33,76,0,15.6,19.2,18.8,23.1,1,0,8,2516,2088,
322,266,101,70,26,56,5,258,0,0,17.7,18.2,21.3,21.9,1,0,8,5657,4695,
323,237,114,11,44,42,0,181,30,0,13.5,15.2,16.3,18.3,1,0,9,3857,3201,
324,1243,555,15,245,394,10,1219,0,0,9.2,9.4,11.1,11.4,1,0,9,13843,11490,
325,666,138,233,124,105,5,605,0,0,1.1,1.2,1.1,1.2,1,0,13,752,752,
326,1810,349,423,377,457,10,1616,0,0,16.2,18.2,16.2,18.2,3,0,35,29399,29399,
327,88,56,7,15,7,0,9,76,0,26.1,27,31.5,32.6,1,0,6,2770,2299,
328,62,19,8,9,15,0,51,0,0,14.2,17.3,15.3,18.6,1,0,5,949,883,
329,305,59,102,19,60,21,138,123,0,28.5,33.3,34.4,40.2,1,0,10,10484,8702,
330,349,107,93,97,52,0,286,63,0,10.6,10.6,10.6,10.6,1,0,8,3703,3703,
331,156,0,133,0,10,0,143,0,0,4.5,4.9,5.4,5.9,1,0,4,849,705,
332,100,24,76,3,7,0,40,70,0,14.3,13,14.3,13,1,0,15,1434,1434,
333,222,20,5,93,73,0,47,144,0,11,12.8,13.3,15.5,1,0,4,2952,2450,
334,506,54,161,43,173,80,511,0,0,6.9,6.8,6.9,6.8,1,0,9,3500,3500,
335,123,28,0,47,15,25,115,0,0,15.4,16.5,17.7,18.9,2,0,3,2179,1896,
336,252,0,109,143,0,0,109,143,0,27.1,27.1,27.1,27.1,2,0,11,6821,6821,
337,258,186,40,19,10,0,0,255,0,5.4,5.5,6.5,6.6,1,0,4,1678,1393,
338,166,67,88,6,0,0,37,120,4,15.7,16.2,18.9,19.5,1,0,7,3137,2604,
339,181,45,39,38,42,5,169,0,0,20.1,21.5,22.6,24.2,2,0,10,4088,3638,
340,284,99,112,26,28,0,220,27,18,11.4,12.2,11.4,12.2,1,0,4,3234,3234,
341,52,0,60,0,0,0,0,55,5,4.8,4.2,5.8,5.1,1,0,3,304,252,
342,102,72,0,18,0,7,0,97,0,10.1,10.6,12.1,12.8,1,0,3,1239,1028,
343,58,26,29,3,0,0,22,36,0,11.9,11.9,14.4,14.4,1,0,5,833,691,
344,1196,626,108,56,413,5,1208,0,0,6.5,6.5,6.5,6.5,4,0,15,7824,7824,
345,38,30,0,8,0,0,32,0,6,6.5,6.5,6.5,6.5,1,0,4,247,247,
346,84,33,0,21,27,0,61,20,0,32.6,33.8,39.3,40.7,1,0,10,3299,2738,
347,73,18,14,8,44,0,40,44,0,15.4,13.3,18.5,16.1,1,0,6,1351,1121,
348,449,352,12,12,52,0,0,428,0,35.7,37.5,43,45.2,1,0,8,19328,16042,
349,551,188,116,52,114,5,223,231,21,4.4,5.1,5.3,6.2,1,0,13,2934,2435,
350,194,48,47,28,27,35,185,0,0,7.4,7.8,7.4,7.8,2,0,8,1440,1440,
351,185,36,14,50,32,10,142,0,0,34.7,45.2,34.7,45.2,1,0,16,6416,6416,
352,134,43,0,77,36,0,156,0,0,9.1,7.8,10.9,9.4,1,0,5,1461,1213,
353,1241,575,45,319,301,0,1240,0,0,8.2,8.2,8.2,8.2,1,0,15,10222,10222,
354,99,81,0,3,15,0,6,93,0,2.4,2.4,2.4,2.4,1,0,3,241,241,
355,1285,685,67,133,620,7,1512,0,0,0.9,0.8,0.9,0.8,1,0,16.5,1200,1200,
356,466,164,212,12,66,7,461,0,0,3.7,3.7,4.4,4.5,1,0,10,2058,1708,
357,77,30,0,20,22,0,7,65,0,27.4,29.3,33,35.3,1,0,4,2540,2108,
358,81,11,22,0,20,21,64,10,0,5.6,6.1,6.8,7.4,1,0,1,547,454,
359,694,61,164,168,145,60,598,0,0,5.9,6.8,5.9,6.8,4,0,8,4086,4086,
360,62,18,7,6,10,17,7,51,0,32.7,34.9,39.4,42.1,1,0,5,2442,2027,
361,56,0,42,0,0,15,57,0,0,5.2,5.1,5.2,5.1,1,0,3,293,293,
362,753,289,13,0,363,7,672,0,0,5.7,6.4,5.7,6.4,1,0,12,4301,4301,
363,421,177,22,217,0,5,421,0,0,39.9,39.9,39.9,39.9,1,0,15.5,16788,16788,
364,59,30,11,3,21,0,65,0,0,9.6,8.7,11.6,10.5,1,0,3,682,566,
365,409,42,201,39,67,60,409,0,0,6.5,6.5,6.5,6.5,2,0,11,2672,2672,
366,115,21,90,4,0,0,94,21,0,16.3,16.3,16.3,16.3,2,0,12,1869,1869,
367,93,58,20,4,10,0,22,70,0,8.6,8.7,10.4,10.5,1,0,3,967,803,
368,71,30,15,12,7,5,0,69,0,56.6,58.2,68.2,70.2,1,0,7,4842,4019,
369,971,345,42,249,150,10,796,0,0,5,6.1,6,7.4,1,0,14,5864,4867,
370,74,15,7,42,0,10,74,0,0,42.3,42.3,42.3,42.3,1,0,17,3132,3132,
371,81,18,4,25,21,10,25,30,23,1.1,1.1,1.3,1.4,1,0,1,107,89,
372,106,6,33,19,0,55,113,0,0,10.6,10,12.8,12,1,0,7,1357,1126,
373,1168,516,240,176,314,10,1256,0,0,1.3,1.2,1.3,1.2,3,0,8,1538,1538,
374,1093,392,119,235,166,47,959,0,0,6.6,7.6,6.6,7.6,1,0,11,7263,7263,
375,67,10,18,31,0,0,0,59,0,57.5,65.3,69.3,78.7,1,0,2,4642,3853,
376,1256,270,121,450,90,50,981,0,0,23,29.4,41,52.5,1,0,28,51527,28855,
377,72,67,5,0,0,0,6,66,0,17.3,17.3,20.9,20.9,1,0,15,1504,1248,
378,777,287,159,38,147,45,676,0,0,19.4,22.2,22.2,25.6,2,0,13,17286,15039,
379,131,30,33,18,35,12,128,0,0,37.8,38.6,45.5,46.6,1,0,13,5960,4947,
380,134,78,0,0,63,0,141,0,0,15.1,14.3,18.2,17.3,1,0,8,2433,2019,
381,826,255,295,72,157,0,779,0,0,6.5,6.9,6.5,6.9,1,0,42,5400,5400,
382,3180,916,538,295,969,0,2718,0,0,10.4,12.2,10.4,12.2,4,0,36,33028,33028,
383,324,175,108,29,17,5,334,0,0,15.7,15.2,15.7,15.2,1,0,13,5078,5078,
384,220,132,45,30,7,0,49,165,0,3.2,3.3,3.2,3.3,1,0,3,701,701,
385,258,34,89,6,63,49,241,0,0,2.9,3.1,2.9,3.1,1,0,12,736,736,
386,139,25,19,6,29,60,139,0,0,7,7,7,7,2,0,7,976,976,
387,274,70,123,57,28,30,308,0,0,4.3,3.8,4.3,3.8,2,0,4,1167,1167,
388,231,0,86,0,50,130,266,0,0,16.3,14.1,16.3,14.1,4,0,12,3762,3762,
389,126,58,15,6,21,40,22,118,0,4.9,4.4,4.9,4.4,2,0,5,619,619,
390,93,0,70,0,15,10,0,95,0,11.8,11.6,14.3,14,1,0,8,1327,1101,
391,1825,594,569,192,259,60,1674,0,0,0.7,0.7,0.7,0.7,1,0,15,1210,1210,
392,500,229,31,130,60,0,170,227,53,11.8,13.1,14.2,15.7,1,0,8,7080,5876,
393,373,129,96,21,105,50,389,12,0,6.4,6,6.4,6,2,0,10,2395,2395,
394,330,179,26,64,110,0,379,0,0,3.2,2.8,3.2,2.8,1,0,10,1050,1050,
395,57,27,28,0,0,0,0,55,0,30.5,31.7,36.8,38.1,1,0,4,2098,1741,
396,127,61,0,20,44,0,13,98,14,12.4,12.6,15,15.2,1,0,4,1902,1579,
397,1362,579,291,171,378,0,1419,0,0,2.3,2.3,2.3,2.3,3,0,11,3193,3193,
398,1463,780,119,223,371,0,1493,0,0,24.6,24.1,24.6,24.1,4,0,23,36046,36046,
399,148,12,49,36,28,15,140,0,0,23.2,24.6,28,29.6,1,0,3,4141,3437,
400,474,71,24,343,21,15,41,433,0,3.9,3.9,3.9,3.9,1,0,6,1829,1829,
401,77,24,18,21,14,0,18,59,0,5.3,5.3,6.4,6.4,1,0,10,492,408,
402,213,105,67,41,0,0,52,161,0,3.8,3.8,3.8,3.8,1,0,2.5,801,801,
403,175,22,53,0,100,0,59,116,0,3.4,3.4,3.4,3.4,2,0,7,597,597,
404,360,122,98,54,62,0,336,0,0,2.1,2.3,2.1,2.3,1,0,18,763,763,
405,331,84,0,12,0,284,156,96,128,3.7,3.3,3.7,3.3,2,0,5,1238,1238,
406,285,48,187,15,35,25,310,0,0,4.4,4,4.4,4,2,0,7,1249,1249,
407,187,72,32,10,44,5,4,159,0,73.5,84.4,84.5,97,2,0,3,15807,13752,
408,502,120,32,89,83,120,444,0,0,18.5,20.9,18.5,20.9,1,0,14,9296,9296,
409,303,0,266,0,0,25,0,291,0,1.1,1.1,1.3,1.4,1,0,1,396,329,
410,174,105,83,0,0,5,98,35,60,17.7,16,17.7,16,2,0,17,3088,3088,
411,44,14,0,16,17,5,49,3,0,8.6,7.3,8.6,7.3,4,0,2,380,380,
412,387,88,221,37,34,0,18,362,0,6,6.1,7.3,7.4,1,0,7,2811,2333,
413,406,18,374,27,0,0,21,398,0,5.2,5,5.2,5,2,0,19,2109,2109,
414,496,198,109,67,90,60,524,0,0,20.3,19.2,23.4,22.1,2,0,14,11586,10080,
415,116,34,38,4,30,0,33,73,0,4.8,5.2,4.8,5.2,1,0,2,553,553,
416,53,17,17,0,24,5,63,0,0,6.7,5.6,6.7,5.6,2,0,16,354,354,
417,209,42,145,10,43,0,225,15,0,0.9,0.8,0.9,0.8,1,0,2.5,190,190,
418,903,336,134,158,148,100,387,303,186,6.1,6.3,7.3,7.5,1,0,11,6605,5482,
419,469,71,170,15,67,96,419,0,0,6.8,7.6,8.2,9.2,1,0,11,3845,3191,
420,1894,187,1241,143,156,10,966,696,75,2.1,2.3,2.1,2.3,2,0,12,3986,3986,
421,215,108,0,94,7,0,76,133,0,2.6,2.7,2.6,2.7,1,0,7,560,560,
422,82,38,9,20,14,0,29,52,0,1,1,1.2,1.2,1,0,2,96,80,
423,1694,391,469,385,210,85,1540,0,0,4.6,5.1,4.6,5.1,1,0,16,7816,7816,
424,81,24,22,20,10,0,64,4,8,24.7,26.3,29.8,31.7,1,0,5,2412,2002,
425,297,150,7,132,0,0,13,264,12,5.2,5.4,5.2,5.4,1,0,6,1557,1557,
426,280,161,91,0,10,0,262,0,0,5.1,5.4,5.1,5.4,4,0,7,1417,1417,
427,56,19,5,16,10,0,29,21,0,22.3,24.9,26.8,30,1,0,5,1501,1246,
428,492,114,97,157,49,75,248,244,0,8.5,8.5,8.5,8.5,1,0,11,4158,4158,
429,426,127,122,54,87,20,31,352,27,1.5,1.6,1.8,1.9,1,0,2,778,646,
430,499,262,42,60,90,0,155,299,0,4.6,5.1,4.6,5.1,1,0,10,2310,2310,
431,60,9,32,12,7,0,60,0,0,16.5,16.5,18.4,18.4,1,0,5,1102,992,
432,362,152,68,41,72,15,348,0,0,19.6,20.4,23.6,24.5,1,0,6,8543,7091,
433,363,169,23,115,42,0,82,267,0,9.5,9.8,11.4,11.8,1,0,5,4134,3431,
434,53,24,0,24,0,0,0,48,0,19,21,22.9,25.3,1,0,3,1213,1007,
435,17518,9404,1221,0,2955,0,13580,0,0,3.1,4,3.1,4,1,0,14,54620,54620,
436,199,82,92,13,10,0,20,100,77,4.4,4.4,5.3,5.3,1,0,2,1049,871,
437,2171,534,319,323,87,0,209,984,70,9.1,15.6,9.1,15.6,1,0,8,19699,19699,
438,220,90,19,64,39,0,12,200,0,8.8,9.1,10.6,11,1,0,4,2325,1930,
439,1355,535,428,58,224,10,1255,0,0,5.5,6,5.5,6,1,0,26,7505,7505,
440,374,170,4,88,126,10,398,0,0,0.8,0.8,1,0.9,1,0,2,363,300,
441,62,51,0,0,10,5,66,0,0,5.6,5.3,6.8,6.4,1,0,3,420,349,
442,311,11,217,3,36,57,324,0,0,6.6,6.3,7.9,7.6,1,0,6,2455,2038,
443,132,32,15,13,31,45,136,0,0,4.6,4.4,5.5,5.3,1,0,6,724,601,
444,135,60,17,0,70,0,0,147,0,4.9,4.5,4.9,4.5,2,0,15,667,667,
445,79,16,34,0,28,10,81,7,0,45.4,40.7,54.7,49.1,1,0,5,4319,3585,
446,155,75,28,10,29,0,14,128,0,12.4,13.5,14.9,16.3,1,0,4,2308,1916,
447,965,433,234,148,245,0,1060,0,0,3.8,3.4,4.1,3.7,1,0,30,3930,3655,
448,296,27,166,48,21,50,312,0,0,18.4,17.4,18.4,17.4,2,0,10,5432,5432,
449,56,3,19,10,24,0,56,0,0,3,3,3,3,2,0,3,170,170,
450,206,88,23,31,35,0,73,104,0,8.8,10.3,10.7,12.4,1,0,8,2196,1823,
451,651,104,385,16,49,27,581,0,0,5.5,6.2,6.7,7.5,1,0,4,4352,3612,
452,2323,804,332,0,947,240,636,1552,135,1.7,1.7,1.7,1.7,2,0,6,3981,3981,
453,146,46,0,50,41,0,44,93,0,13.6,14.5,16.4,17.4,1,0,6,2390,1984,
454,284,49,83,75,51,5,80,183,0,12.8,13.9,15.5,16.7,1,0,5,4393,3646,
455,249,47,26,80,84,0,237,0,0,15.3,16,15.3,16,2,0,9,3800,3800,
456,32,4,7,0,0,30,41,0,0,15.6,12.1,15.6,12.1,1,0,3,498,498,
457,1908,401,1216,155,107,10,1889,0,0,14.2,14.3,14.2,14.3,3,0,48,27000,27000,
458,253,56,149,0,24,24,76,177,0,6.7,6.7,6.7,6.7,1,0,7,1694,1694,
459,184,53,21,43,38,15,170,0,0,16,17.4,18.4,20,2,0,4,3393,2952,
460,76,60,12,0,0,0,0,72,0,4.9,5.2,5.9,6.3,1,0,1,451,374,
461,276,108,5,75,56,0,177,53,14,1.1,1.2,1.1,1.2,1,0,4,300,300,
462,3471,1327,257,534,995,42,3155,0,0,2.2,2.4,2.2,2.4,4,0,17,7575,7575,
463,380,67,103,77,98,20,365,0,0,8.7,9.1,10.5,11,1,0,9,4002,3322,
464,155,18,0,69,14,47,148,0,0,33.5,35.1,33.5,35.1,1,0,8,5196,5196,
465,327,64,142,21,0,100,327,0,0,7.8,7.8,7.8,7.8,2,0,16,2566,2566,
466,193,82,80,50,14,0,41,182,3,8.7,7.5,10.5,9,1,0,5,2031,1686,
467,1108,279,20,314,273,30,916,0,0,22.6,27.4,24.3,29.4,1,0,6,26940,25054,
468,363,168,10,92,77,5,0,352,0,0.3,0.3,0.4,0.4,1,0,10,141,117,
469,249,144,104,6,14,0,268,0,0,2,1.9,2,1.9,1,0,3,500,500,
470,769,265,195,235,52,0,178,557,12,16.3,16.8,16.3,16.8,1,0,8,12551,12551,
471,137,54,42,30,7,0,97,36,0,2.9,3,2.9,3,1,0,3,399,399,
472,579,215,81,109,112,0,517,0,0,1.4,1.5,1.4,1.5,1,0,7,784,784,
473,133,39,0,41,24,20,124,0,0,15.9,17,18.3,19.6,2,0,6,2428,2112,
474,78,7,34,6,21,0,22,46,0,7.7,8.8,8.8,10.1,2,0,3,690,600,
475,101,12,31,3,50,0,65,28,3,4.5,4.7,4.5,4.7,1,0,1.5,450,450,
476,1222,503,333,173,150,5,1164,0,0,4.7,5,4.7,5,1,0,20,5800,5800,
477,1093,486,277,126,147,5,788,253,0,2.3,2.5,2.3,2.5,2,0,7,2565,2565,
478,222,41,57,0,99,25,222,0,0,10.7,10.6,10.7,10.6,2,0,4,2385,2385,
479,2067,1056,658,45,303,5,1510,557,0,5,5,5,5,2,0,21,10398,10398,
480,175,65,31,22,38,0,141,15,0,19.6,22,23.6,26.5,1,0,10,4137,3434,
481,230,180,12,41,14,0,247,0,0,1.7,1.6,6,5.6,1,0,3,1379,400,
482,104,32,5,40,28,10,115,0,0,3.3,2.9,4.9,4.5,4,0,2,512,338,
483,177,24,79,6,42,60,211,0,0,16,13.4,16,13.4,2,0,17,2835,2835,
484,62,33,0,12,10,0,22,33,0,9.6,10.8,11.5,13,1,0,2,716,594,
485,487,146,238,53,24,12,45,428,0,2.1,2.2,2.1,2.2,1,0,6,1017,1017,
486,177,40,12,27,38,60,177,0,0,4.5,4.5,5.4,5.4,1,0,8,951,789,
487,105,34,66,10,37,15,162,0,0,7.4,4.8,7.4,4.8,1,0,3,774,774,
488,140,43,68,3,57,0,171,0,0,4.6,3.7,4.6,3.7,4,0,1.5,640,640,
489,230,81,49,37,58,0,225,0,0,2.2,2.2,2.2,2.2,1,0,4,500,500,
490,236,102,84,52,0,0,238,0,0,2.5,2.5,2.8,2.8,1,0,10,668,601,
491,846,322,56,112,234,5,729,0,0,19.1,22.2,19.1,22.2,1,0,13,16179,16179,
492,139,18,21,30,70,0,139,0,0,17.6,17.6,17.6,17.6,2,0,6,2446,2446,
493,51,12,27,0,0,7,7,39,0,6.6,7.3,6.6,7.3,1,0,3,338,338,
494,195,57,32,12,140,0,241,0,0,9.2,7.4,11,8.9,1,0,9,2152,1786,
495,51,32,0,16,7,0,0,55,0,17.6,16.3,21.2,19.7,1,0,3,1083,899,
496,1106,410,267,108,152,25,962,0,0,15,17.2,17.2,19.8,2,0,20,19034,16560,
497,99,13,32,3,42,5,95,0,0,5.3,5.5,6.4,6.7,1,0,4,634,526,
498,56,24,0,9,14,0,47,0,0,7.9,9.4,7.9,9.4,2,0,6,440,440,
499,213,123,91,28,0,0,36,206,0,10.3,9,10.3,9,1,0,7,2185,2185,
500,439,82,222,19,85,10,105,313,0,8.3,8.7,8.3,8.7,1,0,7,2108,1756,
501,199,82,92,13,10,0,20,100,77,4.4,4.4,5.3,5.3,1,0,2,-87,-73,
502,551,188,116,52,114,5,223,231,21,4.4,5.1,5.3,6.2,1,0,13,2806,2338,
503,1402,328,804,187,49,63,1431,0,0,12.6,12.3,12.3,12,1,0,23,16817,14015,
504,129,19,93,3,10,30,0,155,0,4.9,4.1,4.9,4.1,2,0,15,1646,1371,
505,1092,356,84,170,669,21,1300,0,0,4,3.4,4.9,4.1,1,0,13,4029,3358,
506,724,331,12,189,164,0,530,142,24,13,13.5,15.7,16.3,1,0,9,5925,4937,
507,355,278,0,73,0,0,0,351,0,2.6,2.6,3.1,3.1,1,0,4,-479,-399,
508,439,82,222,19,85,10,105,313,0,8.3,8.7,8.3,8.7,1,0,7,2108,1756,
509,224,156,21,0,29,10,6,210,0,13.4,13.9,16.1,16.7,1,0,4,1125,938,
510,1108,279,20,314,273,30,916,0,0,22.6,27.4,24.3,29.4,1,0,6,13622,11352,
511,161,60,38,30,41,0,169,0,0,1.4,1.3,1.4,1.3,1,0,2,-312,-260,
512,156,0,133,0,10,0,143,0,0,4.5,4.9,5.4,5.9,1,0,4,1030,858,
513,184,53,21,43,38,15,170,0,0,16,17.4,18.4,20,2,0,4,4234,3529,
514,130,60,65,0,0,0,14,111,0,5.9,6.2,5.9,6.2,1,0,6,355,296,
515,1168,516,240,176,314,10,1256,0,0,1.3,1.2,1.3,1.2,3,0,8,7282,6068,
516,199,104,7,77,0,0,0,188,0,4.7,5,5.7,6,1,0,8,947,789,
517,62,18,7,6,10,17,7,51,0,32.7,34.9,39.4,42.1,1,0,5,6078,5065,
518,869,288,300,116,230,0,934,0,0,2.4,2.2,2.4,2.2,3,0,6,5921,4934,
519,2376,638,233,639,580,131,2221,0,0,10.7,11.5,12.9,13.8,1,0,24,22918,19098,
520,128,45,0,68,0,15,128,0,0,25.8,25.8,56.1,56.1,1,0,10,4677,3898,
521,1193,196,667,149,115,54,516,485,180,2.5,2.5,3,3.1,1,0,12,8107,6756,
522,59,0,55,0,0,0,11,11,33,83.8,89.9,101,108.3,1,0,6,17505,14587,
523,1196,626,108,56,413,5,1208,0,0,6.5,6.5,6.5,6.5,4,0,15,6825,5687,
524,139,18,21,30,70,0,139,0,0,17.6,17.6,17.6,17.6,2,0,6,3595,2995,
525,496,198,109,67,90,60,524,0,0,20.3,19.2,23.4,22.1,2,0,14,7532,6277,
526,126,46,7,18,49,15,135,0,0,8.2,7.7,8.2,7.7,2,0,8,1776,1480,
527,139,25,19,6,29,60,139,0,0,7,7,7,7,2,0,7,2269,1891,
528,1248,249,262,146,423,15,1095,0,0,12.2,13.8,12.2,13.8,4,0,12,11281,9401,
529,135,60,17,0,70,0,0,147,0,4.9,4.5,4.9,4.5,2,0,15,670,558,
530,66,27,14,6,17,0,42,22,0,27.5,28.4,33.2,34.2,1,0,2,4063,3386,
531,1437,920,154,41,203,0,1318,0,0,3.4,3.7,3.4,3.7,4,0,18,8755,7296,
532,76,60,12,0,0,0,0,72,0,4.9,5.2,5.9,6.3,1,0,1,-728,-607,
533,286,94,36,44,38,55,267,0,0,6,6.5,6,6.5,1,0,6,2760,2300,
534,3156,2075,525,97,0,0,28,12,2657,2.9,3.4,3.5,4.1,1,0,6,10713,8928,
535,358,139,0,89,70,40,338,0,0,38.9,41.2,46.8,49.6,1,0,9,10421,8684,
536,436,27,334,15,0,60,436,0,0,17.8,17.8,17.8,17.8,2,0,15,8659,7216,
537,38,30,0,8,0,0,32,0,6,6.5,6.5,6.5,6.5,1,0,4,108,90,
538,617,184,136,103,133,0,377,179,0,5.1,5.7,6.1,6.8,1,0,7,3442,2869,
539,101,12,31,3,50,0,65,28,3,4.5,4.7,4.5,4.7,1,0,1.5,-497,-414,
540,160,0,21,72,25,40,74,68,16,3,3,3.6,3.6,1,0,2,789,658,
541,1634,625,387,223,399,0,1634,0,0,4.3,4.3,4.3,4.3,2,0,12,10958,9132,
542,1222,503,333,173,150,5,1164,0,0,4.7,5,4.7,5,1,0,20,10225,8521,
543,1059,299,234,144,217,60,954,0,0,21.6,24,24.9,27.6,2,0,17,13384,11154,
544,155,18,0,69,14,47,148,0,0,33.5,35.1,33.5,35.1,1,0,8,8358,6965,
545,1402,328,804,187,49,63,1431,0,0,12.6,12.3,12.3,12,1,0,23,16817,14015,
546,40,10,22,0,17,0,49,0,0,7.1,5.8,7.1,5.8,4,0,4,1314,1095,
547,155,75,28,10,29,0,14,128,0,12.4,13.5,14.9,16.3,1,0,4,1524,1270,
548,143,54,65,0,14,0,11,122,0,2.3,2.5,2.8,3,1,0,4,-691,-576,
549,155,75,28,10,29,0,14,128,0,12.4,13.5,14.9,16.3,1,0,4,1524,1270,
550,286,45,156,27,37,0,265,0,0,5.1,5.5,5.1,5.5,1,0,6,2299,1916,
551,59,30,11,3,21,0,65,0,0,9.6,8.7,11.6,10.5,1,0,3,94,78,
552,465,234,44,104,118,0,431,15,54,8.7,8.1,10.5,9.8,1,0,13,3736,3114,
553,129,33,0,39,24,25,121,0,0,16,17.1,18.4,19.6,2,0,4,3871,3226,
554,254,90,39,3,117,0,119,100,30,15.3,15.6,15.3,15.6,2,0,11,3125,2604,
555,2376,638,233,639,580,131,2221,0,0,10.7,11.5,12.9,13.8,1,0,24,22918,19098,
556,487,146,238,53,24,12,45,428,0,2.1,2.2,2.1,2.2,1,0,6,1094,912,
557,55,12,17,6,14,10,59,0,0,6.2,5.8,7.5,7,1,0,3,-80,-66,
558,90,96,0,0,0,0,96,0,0,5.5,5.1,6.6,6.2,1,0,2,-438,-365,
559,355,278,0,73,0,0,0,351,0,2.6,2.6,3.1,3.1,1,0,4,-479,-399,
560,305,59,102,19,60,21,138,123,0,28.5,33.3,34.4,40.2,1,0,10,8222,6852,
561,71,21,21,4,14,5,25,40,0,14,15.3,16.9,18.5,1,0,4,2044,1703,
562,64,12,28,17,7,0,47,17,0,8.8,8.8,10.6,10.6,1,0,12,1707,1422,
563,231,0,86,0,50,130,266,0,0,16.3,14.1,16.3,14.1,4,0,12,6491,5409,
564,204,47,43,6,29,104,229,0,0,39.8,35.4,39.8,35.4,1,0,36,11113,9260,
565,268,73,105,0,70,0,248,0,0,17.9,19.4,20.6,22.2,2,0,8,4886,4072,
566,176,13,54,54,40,7,168,0,0,19,19.9,19,19.9,1,0,26,6903,5752,
567,379,159,29,57,119,15,379,0,0,6.3,6.3,6.3,6.3,1,0,7,2306,1922,
568,112,85,4,16,14,0,119,0,0,9.6,9,9.6,9,4,0,13,3461,2884,
569,84,33,0,21,27,0,61,20,0,32.6,33.8,39.3,40.7,1,0,10,6271,5226,
570,45,6,28,0,0,25,59,0,0,6.2,4.8,6.2,4.8,2,0,7,889,741,
571,139,25,19,6,29,60,139,0,0,7,7,7,7,2,0,7,2269,1891,
572,284,99,112,26,28,0,220,27,18,11.4,12.2,11.4,12.2,1,0,4,2956,2464,
573,73,0,20,36,10,0,56,10,0,4.9,5.4,5.9,6.5,1,0,1,240,200,
574,93,58,20,4,10,0,22,70,0,8.6,8.7,10.4,10.5,1,0,3,206,172,
575,135,60,17,0,70,0,0,147,0,4.9,4.5,4.9,4.5,2,0,15,670,558,
576,249,47,26,80,84,0,237,0,0,15.3,16,15.3,16,2,0,9,4875,4063,
577,492,114,97,157,49,75,248,244,0,8.5,8.5,8.5,8.5,1,0,11,5364,4470,
578,75,23,0,30,27,14,94,0,0,9.6,7.7,9.6,7.7,1,0,6,874,728,
579,60,9,32,12,7,0,60,0,0,16.5,16.5,18.4,18.4,1,0,5,2432,2027,
