ID,AFP,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Effort
936,1890,125,0,65,266,0
937,0,42,179,112,273,8342
938,0,139,212,166,0,12295
939,0,85,233,79,0,4840
940,843,360,277,171,111,2711
941,211,0,0,232,213,6696
942,446,235,143,19,190,4130
943,79,235,73,215,42,9745
944,2353,0,52,375,181,3602
945,616,231,0,337,0,1459
946,0,166,180,250,1,2770
947,1572,0,96,0,259,4624
948,763,272,0,220,121,9908
949,0,185,384,102,181,17487
950,879,0,115,122,188,0
951,777,0,157,0,7,6850
952,0,45,228,0,255,8029
953,0,0,143,237,0,0
954,600,199,0,124,409,5759
955,0,56,0,289,263,780
956,1790,126,120,0,150,3524
957,0,96,116,85,331,0
958,1357,83,161,99,76,0
959,0,79,167,0,275,3447
960,0,188,66,304,181,8190
961,0,234,78,111,222,6946
962,1236,94,47,196,274,11921
963,0,0,151,196,14,169
964,0,28,96,0,84,0
965,0,47,77,2,228,3784
966,1284,131,38,213,0,6948
967,2214,165,107,143,27,1119
968,0,227,115,20,0,205
969,1747,126,0,0,119,0
970,775,116,199,57,92,0
971,1002,188,29,0,95,11142
972,425,141,142,293,324,7070
973,566,5,148,193,408,3864
974,0,0,211,125,315,13927
975,28,93,161,205,155,6230
976,197,168,0,18,0,0
977,1332,81,124,158,107,3996
978,0,226,118,95,90,0
979,0,41,243,2,29,4041
980,384,0,188,0,0,1326
981,0,286,0,151,350,6242
982,0,32,0,219,123,5569
983,1346,284,343,220,137,0
984,686,165,0,0,153,0
985,1811,275,0,0,0,1266
986,1578,0,241,102,183,550
987,429,107,20,21,18,3836
988,0,222,0,170,127,0
989,0,233,79,88,313,8914
990,0,173,114,150,0,4647
991,336,132,0,0,218,9930
992,1117,171,297,0,202,0
993,0,78,0,0,0,15420
994,0,0,121,180,0,17061
995,0,0,0,28,103,11708
996,200,132,0,173,360,5363
997,0,241,93,209,0,2979
998,0,163,0,255,257,4861
999,0,169,207,92,149,16124
1000,889,126,168,154,192,7200
1001,841,44,79,0,326,6885
1002,805,136,0,190,272,1391
1003,1772,238,101,120,0,0
1004,0,279,248,271,64,2775
1005,2119,370,10,76,152,437
1006,0,259,122,253,331,2168
1007,74,63,127,72,158,17409
1008,470,0,0,0,106,4400
1009,2274,96,126,136,96,3523
1010,0,209,123,293,0,7416
1011,0,165,82,39,187,9192
1012,532,0,96,143,67,0
1013,117,60,0,132,227,0
1014,0,0,118,0,230,5005
1015,1459,0,220,79,0,6193
1016,83,33,14,18,0,5140
1017,0,0,358,182,0,4693
1018,792,67,202,142,38,9277
1019,1339,66,188,0,349,0
1020,826,162,0,279,10,0
1021,1319,206,1,0,107,4035
1022,758,79,329,124,161,652
1023,347,132,144,148,0,5470
1024,793,185,0,195,176,0
1025,0,106,0,0,0,866
1026,0,87,118,48,0,0
1027,1106,0,0,59,141,3220
1028,0,2,0,14,0,5784
1029,35,4,94,137,0,6525
1030,1144,50,58,293,234,5517
1031,1842,0,164,0,142,701
1032,368,180,341,184,96,14681
1033,1009,125,223,0,171,0
1034,0,181,66,164,323,0
1035,882,328,133,25,75,2169
1036,1538,0,201,366,250,1576
1037,865,307,147,136,196,5073
1038,580,338,0,279,180,4126
1039,918,43,0,344,105,8788
1040,1574,134,15,12,177,9324
1041,2219,46,0,176,198,14219
1042,0,249,266,188,53,8368
1043,2,61,60,337,203,0
1044,1384,160,263,55,306,6774
1045,661,270,66,166,195,0
1046,2088,83,0,211,165,9103
1047,0,0,0,61,108,7834
1048,667,205,234,185,321,0
1049,0,218,0,27,182,5571
1050,36,327,0,0,0,0
1051,1972,23,92,212,0,5330
1052,802,32,151,0,0,0
1053,1782,39,175,238,0,9426
1054,514,43,169,47,422,5274
1055,500,248,105,341,235,9562
1056,1444,166,0,0,21,0
1057,1620,37,0,52,132,0
1058,0,304,71,0,16,2377
1059,0,51,217,62,134,7441
1060,1386,86,73,284,49,6069
1061,65,78,91,277,0,1105
1062,412,0,35,0,150,5368
1063,512,79,20,153,98,8554
1064,0,224,0,72,122,0
1065,642,0,283,158,116,9407
1066,0,107,181,143,81,0
1067,0,10,66,230,34,0
1068,509,0,0,186,85,6078
1069,762,138,0,221,123,0
1070,1706,4,175,315,143,2989
1071,2964,102,216,82,321,0
1072,783,0,0,161,179,0
1073,365,191,233,0,104,0
1074,0,224,0,178,55,5406
1075,1184,0,0,93,0,5676
1076,918,260,478,187,0,0
1077,0,155,35,0,0,0
1078,1947,178,276,136,337,13633
1079,0,0,74,137,308,17159
1080,492,65,33,269,0,0
1081,1082,51,330,0,116,0
1082,1423,299,213,317,203,869
1083,960,66,0,326,155,1335
1084,0,402,139,354,269,8993
1085,937,94,216,176,261,8521
1086,1580,124,36,23,92,1406
1087,0,28,27,149,159,6406
1088,130,0,35,91,139,9061
1089,0,125,270,0,252,3134
1090,0,93,0,0,224,0
1091,1941,66,85,0,183,0
1092,743,0,176,0,0,4408
1093,0,141,116,290,104,9107
1094,0,397,60,208,313,12576
1095,0,0,0,278,157,3668
1096,1162,158,0,14,0,8801
1097,0,17,0,183,186,2165
1098,622,21,149,244,21,5310
1099,38,0,83,301,375,0
1100,0,95,0,74,309,4766
1101,538,0,103,248,0,1222
1102,2020,138,122,358,292,1784
1103,443,0,280,356,91,8396
1104,1651,0,93,246,421,3325
1105,1028,0,218,26,271,8219
1106,1032,314,361,207,86,4631
1107,1463,207,234,170,195,4375
1108,167,84,0,71,71,5696
1109,538,8,115,313,21,227
1110,1050,148,65,203,432,4702
1111,860,113,224,273,38,12219
1112,570,217,234,88,409,2673
1113,2213,75,297,132,60,0
1114,360,1,197,209,318,12000
1115,2023,5,265,99,130,0
1116,0,76,56,0,202,2572
1117,0,103,144,234,0,1388
1118,0,0,186,59,274,2511
1119,883,212,258,8,44,963
1120,163,174,0,0,297,11990
1121,1267,0,167,151,229,1872
1122,450,206,0,0,313,0
1123,298,171,28,150,273,12793
1124,1730,43,74,161,203,2877
1125,704,0,189,307,145,8437
1126,678,0,41,105,0,8795
1127,0,19,17,0,254,5475
1128,0,63,135,0,309,3251
1129,475,0,341,178,22,0
1130,0,162,232,105,0,6867
1131,133,0,0,0,199,5021
1132,0,0,116,0,115,2503
1133,427,0,170,307,107,10573
1134,130,148,34,162,25,0
1135,1842,125,0,227,158,10669
1136,0,329,169,202,0,8570
1137,686,0,216,0,319,0
1138,928,56,437,236,346,0
1139,162,193,258,92,54,12890
1140,713,50,144,334,169,1147
1141,2205,287,217,12,122,0
1142,1779,83,375,133,140,512
1143,943,299,169,250,67,0
1144,0,196,0,120,0,6453
1145,1336,0,221,183,0,220
1146,1388,119,260,0,0,1072
1147,468,188,85,146,35,10354
1148,0,0,57,229,317,0
1149,0,300,94,145,81,12180
1150,279,54,124,210,96,0
1151,1708,58,150,186,58,1394
1152,0,12,123,45,395,8784
1153,1726,253,189,0,0,2824
1154,2059,53,0,143,136,10405
1155,83,101,162,62,132,10211
1156,1072,0,286,85,349,7471
1157,1187,130,206,184,461,10637
1158,755,211,464,233,69,8879
1159,0,68,24,0,142,0
1160,548,0,89,47,210,3238
1161,0,91,36,0,286,2450
1162,0,0,170,323,62,8469
1163,284,49,0,101,209,15968
1164,0,14,4,162,226,1451
1165,0,197,99,108,0,3633
1166,1634,118,47,139,292,1283
1167,354,0,54,376,157,6131
1168,0,0,0,106,61,0
1169,925,82,60,6,81,9370
1170,360,138,39,93,28,3271
1171,296,148,31,0,0,0
1172,873,0,159,82,69,561
1173,1629,0,261,184,131,10735
1174,1797,208,0,0,16,14779
1175,0,65,261,113,0,3860
1176,830,13,128,0,140,0
1177,0,211,293,211,208,0
1178,0,60,138,0,93,0
1179,1460,0,108,103,282,0
1180,0,137,78,289,96,747
1181,0,0,206,352,311,4864
1182,1028,124,0,108,0,15143
1183,1231,150,146,149,130,11285
1184,635,298,122,0,115,16332
1185,579,0,31,0,257,13591
1186,1776,42,148,48,152,0
1187,0,257,291,25,301,6191
1188,1407,148,64,0,257,8505
1189,238,264,0,148,84,0
1190,0,80,0,166,255,13513
1191,748,12,0,189,212,6523
1192,863,291,220,190,254,962
1193,0,167,146,135,86,11438
1194,866,181,176,0,158,8194
1195,138,6,295,0,150,1333
1196,257,104,275,183,0,2797
1197,714,0,90,0,0,0
1198,0,171,25,175,6,171
1199,212,26,0,190,93,15812
1200,179,162,79,0,178,0
1201,1161,137,164,283,127,11673
1202,1951,0,102,313,2,13766
1203,856,258,0,194,0,10493
1204,112,49,0,176,0,2229
1205,0,85,229,130,0,0
1206,1484,0,428,82,0,10864
1207,1582,227,150,139,175,6820
1208,1672,78,0,389,47,12807
1209,1345,0,108,37,336,3309
1210,1348,147,91,466,358,8271
1211,1158,175,448,259,0,3126
1212,564,2,66,11,81,0
1213,0,85,0,228,154,7356
1214,268,0,115,76,19,2560
1215,0,193,112,27,246,11740
1216,0,235,0,188,188,0
1217,749,114,312,123,153,0
1218,1311,17,196,156,48,0
1219,485,152,86,130,10,6117
1220,0,109,94,194,47,0
1221,0,349,155,193,20,7180
1222,0,198,0,303,8,0
1223,2051,0,18,38,127,0
1224,1796,221,89,159,0,10
1225,0,263,291,302,341,5963
1226,1766,37,0,382,50,10073
1227,896,7,246,78,150,0
1228,3086,51,259,43,0,6721
1229,0,53,0,0,0,0
1230,1150,158,273,91,111,798
1231,1560,81,290,184,64,0
1232,1432,195,34,309,365,10918
1233,1157,106,173,0,110,0
1234,0,179,281,216,190,0
1235,452,355,219,313,0,1756
1236,2274,136,84,138,154,10414
1237,2250,157,200,199,223,4018
1238,159,122,112,133,166,6551
1239,312,207,143,222,34,11582
1240,1138,102,81,0,143,8643
1241,0,94,105,28,172,0
1242,1647,91,163,60,136,5712
1243,924,296,404,105,126,7721
1244,421,379,98,0,28,8101
1245,2556,320,288,134,0,0
1246,596,238,67,114,11,13
1247,1356,115,279,0,19,127
1248,0,120,96,425,0,0
1249,533,154,0,68,159,4659
1250,2337,256,32,118,462,0
1251,0,99,175,0,0,0
1252,176,170,152,63,44,6592
1253,2314,188,53,111,274,8499
1254,893,105,53,49,355,11481
1255,0,173,168,21,90,6012
1256,1960,32,112,113,239,10843
1257,863,186,0,135,190,0
1258,0,0,94,89,56,15123
1259,1872,276,354,129,0,0
1260,407,40,224,1,101,0
1261,916,143,81,221,138,1009
1262,881,121,0,110,232,0
1263,0,210,0,0,416,3633
1264,2776,54,307,287,144,2313
1265,0,263,53,164,271,7952
1266,902,60,4,31,19,1359
1267,1039,92,220,6,230,2748
1268,0,0,0,36,339,1058
1269,0,0,143,158,0,0
1270,0,0,75,153,56,0
1271,0,124,176,246,71,4556
1272,0,14,240,161,174,11348
1273,0,0,31,123,161,18351
1274,0,129,225,195,260,7945
1275,2825,241,129,235,151,12974
1276,1003,37,89,476,63,0
1277,934,157,45,171,0,15166
1278,567,5,64,35,0,2394
1279,3422,0,0,512,100,5596
1280,816,77,206,7,154,10470
1281,2065,264,122,0,406,3609
1282,0,106,95,114,0,246
1283,1339,78,76,36,195,5261
1284,1208,53,210,66,236,9427
1285,1267,270,0,145,40,4758
1286,1759,376,20,363,222,2827
1287,1013,42,215,0,46,8779
1288,630,307,97,0,128,10663
1289,0,248,0,0,137,3872
1290,0,43,48,0,124,0
1291,0,0,250,141,0,7943
1292,0,149,114,41,140,0
1293,978,193,153,69,159,9922
1294,1122,187,183,25,38,0
1295,900,164,261,183,198,9931
1296,1549,313,63,80,250,0
1297,0,0,91,367,0,0
1298,0,0,153,0,37,8410
1299,0,0,58,146,0,14409
1300,202,146,117,136,130,0
1301,167,235,42,110,0,10459
1302,130,122,121,217,0,8626
1303,766,290,0,138,131,0
1304,0,0,124,46,0,12410
1305,2417,0,227,47,82,0
1306,1509,212,0,153,17,2667
1307,797,161,115,144,191,0
1308,874,222,164,76,159,6369
1309,48,82,362,50,29,0
1310,1194,5,406,206,308,0
1311,2323,95,306,251,78,0
1312,0,88,0,74,0,19403
1313,526,197,9,0,0,4011
1314,0,53,204,244,0,3822
1315,0,34,72,177,15,0
1316,0,2,176,0,220,0
1317,0,133,121,56,243,689
1318,378,202,130,328,129,4422
1319,0,429,157,0,182,12788
1320,0,99,0,160,282,13329
1321,209,0,459,128,198,12987
1322,0,0,142,228,75,4898
1323,1428,130,45,103,0,0
1324,1995,193,267,0,370,5321
1325,715,106,0,0,109,6206
1326,844,68,209,130,288,9900
1327,1420,0,98,0,123,3532
1328,0,61,128,191,217,6783
1329,0,99,262,344,106,7137
1330,345,33,0,216,9,865
1331,681,0,68,0,265,8658
1332,0,42,189,77,163,0
1333,0,0,10,66,304,0
1334,644,111,161,290,75,353
1335,772,90,59,82,496,17526
1336,0,0,132,203,50,16145
1337,1622,79,0,378,158,0
1338,0,216,224,0,24,9880
1339,322,270,172,289,135,4080
1340,517,140,64,96,405,454
1341,1867,47,434,225,222,12881
1342,3140,319,125,170,95,8882
1343,0,284,0,97,144,0
1344,0,225,107,66,197,0
1345,575,137,300,140,263,7052
1346,236,94,167,0,276,16501
1347,742,224,47,326,0,0
1348,3052,0,117,66,58,2702
1349,1399,110,0,231,112,379
1350,1377,31,0,280,200,0
1351,1576,443,135,135,0,5227
1352,1768,89,200,67,5,3498
1353,0,162,0,134,307,0
1354,598,183,212,0,161,1191
1355,0,149,116,36,41,0
1356,1207,123,186,0,0,5420
1357,945,26,140,74,110,12095
1358,468,0,180,272,97,3973
1359,1557,299,78,48,159,1701
1360,2178,0,51,130,98,0
1361,48,45,163,235,120,8513
1362,1464,278,0,241,116,6753
1363,0,156,0,122,128,587
1364,1144,0,189,218,16,10027
1365,0,0,20,0,281,912
1366,0,141,248,135,386,0
1367,1303,141,0,276,142,3623
1368,1274,213,234,147,226,0
1369,1016,44,19,0,283,0
1370,0,118,0,157,0,8496
1371,383,167,64,154,35,4021
1372,0,58,0,0,0,11658
1373,0,79,0,0,51,0
1374,1222,227,46,155,26,0
1375,2636,52,129,0,98,11405
1376,1807,78,132,0,41,10511
1377,1062,0,0,0,222,8190
1378,199,323,178,337,159,7113
1379,0,131,0,313,0,4273
1380,831,96,293,180,6,1708
1381,1266,49,252,141,244,2400
1382,1169,165,42,101,107,3304
1383,1005,242,0,26,350,0
1384,44,149,18,184,108,7707
1385,829,0,165,130,0,8143
1386,1231,205,0,192,249,3933
1387,332,91,13,231,429,10675
1388,0,283,137,81,0,2405
1389,375,139,109,188,302,9564
1390,837,51,256,9,0,0
1391,431,2,0,7,0,0
1392,2048,47,138,14,37,6963
1393,0,86,247,212,0,4885
1394,34,251,73,325,59,7359
1395,103,0,0,9,42,0
1396,0,114,111,68,86,0
1397,649,224,162,35,180,7079
1398,0,269,246,242,11,6600
1399,292,96,127,27,0,0
1400,156,190,0,277,89,11
1401,741,152,0,199,81,6671
1402,0,81,135,193,154,2448
1403,0,216,106,127,12,3844
1404,234,0,197,70,33,0
1405,0,0,55,186,60,4787
1406,1157,118,101,256,133,10066
1407,2433,171,315,0,0,4802
1408,0,6,97,237,67,8506
1409,2218,171,168,316,183,15319
1410,519,111,165,44,111,4949
1411,0,67,35,184,221,3645
1412,430,0,117,0,222,2533
1413,1774,66,170,281,183,0
1414,0,337,160,32,322,8942
1415,176,220,54,0,347,12117
1416,160,103,204,135,272,5510
1417,1496,74,263,0,0,214
1418,0,0,166,0,187,5464
1419,1271,75,123,203,310,3420
1420,0,14,173,76,87,0
1421,1287,0,211,48,214,2373
1422,867,0,88,272,129,9032
1423,0,139,48,268,276,4667
1424,692,31,279,93,279,365
1425,0,267,124,0,36,2236
1426,2503,76,0,174,186,15800
1427,2161,151,47,200,147,10356
1428,0,300,157,0,0,0
1429,1030,84,30,155,0,5203
1430,1431,106,96,0,25,0
1431,1200,0,43,246,132,0
1432,989,143,0,2,265,0
1433,1439,102,126,208,100,2287
1434,903,0,143,144,130,0
1435,0,0,164,22,172,13864
1436,0,90,203,256,0,950
1437,133,66,187,36,127,9250
1438,0,21,35,0,8,7194
1439,1748,0,107,134,515,54
1440,836,161,19,338,60,8820
1441,2256,156,0,205,0,0
1442,723,0,27,0,21,6210
1443,311,154,16,208,170,444
1444,0,180,123,197,146,2667
1445,1146,1,0,105,103,10757
1446,0,106,72,208,0,6008
1447,0,44,0,54,68,3092
1448,0,12,0,40,201,10851
1449,1692,65,132,122,0,0
1450,0,9,218,186,309,16606
1451,1558,75,269,63,210,1824
1452,488,14,82,0,0,4956
1453,1904,51,0,137,0,8350
1454,0,86,174,59,114,10499
1455,1164,90,102,144,125,8522
1456,151,101,281,361,146,833
1457,574,0,57,239,0,6741
1458,653,45,444,159,147,2338
1459,0,57,0,101,128,1749
1460,0,208,202,215,331,6912
1461,1530,203,291,61,323,11524
1462,61,183,145,43,0,10663
1463,0,0,34,44,76,1487
1464,972,39,102,0,0,0
1465,0,319,0,90,264,0
1466,274,114,2,210,0,0
1467,1309,196,461,133,58,0
1468,604,39,0,176,242,12042
1469,0,105,183,0,290,783
1470,1052,212,0,151,246,7801
1471,0,137,357,348,0,8227
1472,0,298,94,0,70,2000
1473,144,287,0,123,0,0
1474,1576,90,187,137,186,3098
1475,0,6,29,95,180,1235
1476,1021,274,422,93,78,7396
1477,0,181,43,2,92,0
1478,0,149,91,0,122,7107
1479,285,82,0,106,216,2999
1480,0,167,0,218,198,0
1481,0,192,206,68,0,5103
1482,1107,234,0,108,337,15502
1483,0,230,107,0,243,4410
1484,0,276,242,0,221,12221
1485,569,0,193,99,329,0
1486,220,0,81,42,104,6405
1487,0,153,16,234,141,11508
1488,1544,171,75,94,52,5763
1489,257,128,176,140,0,7644
1490,0,132,169,251,23,4401
1491,0,77,0,176,0,0
1492,697,0,152,334,83,5600
1493,0,186,204,206,52,0
1494,0,156,186,435,127,0
1495,0,96,0,0,209,3783
1496,887,135,118,25,139,1346
1497,47,0,125,23,105,1095
1498,0,11,447,194,223,4093
1499,0,0,96,124,180,8055
1500,963,89,289,215,321,9862
1501,1843,139,163,38,121,0
1502,0,149,144,111,136,3966
1503,0,151,222,119,255,2427
1504,2322,95,14,157,117,6173
1505,983,87,106,120,0,1011
1506,0,220,16,157,306,22645
1507,1751,230,39,203,0,0
1508,1250,235,39,54,135,2121
1509,0,0,199,0,128,0
1510,1261,247,111,24,562,13763
1511,0,129,335,0,491,0
1512,28,50,181,0,35,1561
1513,0,192,154,131,196,731
1514,0,150,0,199,217,0
1515,0,161,43,0,263,5531
1516,1000,134,0,27,0,4183
1517,2983,97,0,125,1,6627
1518,616,6,0,0,57,6068
1519,0,127,212,204,245,4497
1520,810,252,123,147,183,7994
1521,1203,44,45,342,275,10549
1522,0,41,0,0,106,0
1523,510,437,60,406,123,8563
1524,189,129,334,106,38,16931
1525,340,22,123,216,294,0
1526,1441,118,271,62,100,5600
1527,0,243,245,222,238,0
1528,734,118,0,0,237,344
1529,1855,43,80,108,337,0
1530,0,100,67,206,168,0
1531,1648,22,304,40,82,21156
1532,237,200,58,222,186,6117
1533,0,0,204,135,270,10540
1534,2342,176,57,156,134,330
1535,0,185,180,78,296,0
1536,502,194,74,72,108,11081
1537,1875,340,433,296,297,0
1538,0,0,257,0,185,1125
1539,704,64,264,95,56,4962
1540,0,148,92,0,0,508
1541,2994,0,220,0,0,5737
1542,898,39,100,142,307,0
1543,0,0,166,116,149,0
1544,733,94,29,18,39,4828
1545,448,0,197,139,270,0
1546,496,50,131,0,0,11916
1547,537,203,171,0,250,1685
1548,1883,84,199,24,92,0
1549,0,99,153,230,325,6389
1550,0,0,81,105,376,5987
1551,93,0,12,0,165,1335
1552,0,166,86,124,265,0
1553,1758,0,189,343,111,5237
1554,484,0,29,165,21,3552
1555,354,176,177,246,105,6940
1556,785,0,0,103,179,15077
1557,1515,0,155,354,72,4392
1558,0,0,122,0,0,14678
1559,0,361,136,43,0,3731
1560,819,131,175,0,0,0
1561,1490,70,266,193,203,5488
1562,0,239,319,145,193,5184
1563,1679,276,181,163,259,1158
1564,364,134,71,68,99,14684
1565,954,0,384,0,86,0
1566,0,0,190,33,119,12034
1567,1133,81,285,188,374,403
1568,0,43,0,182,44,6091
1569,0,109,0,248,282,12751
1570,0,310,68,195,120,15702
1571,804,237,186,72,85,10162
1572,0,225,92,164,266,8569
1573,554,0,313,167,370,4975
1574,1667,0,0,0,114,6286
1575,1260,285,63,161,87,0
1576,0,142,158,187,303,1177
1577,911,0,0,140,219,0
1578,754,132,0,165,0,0
1579,2396,189,185,88,75,2936
1580,1292,95,107,248,103,2665
1581,176,291,178,0,87,18900
1582,3179,209,148,110,0,11832
1583,0,13,251,129,136,8422
1584,0,147,83,46,114,17459
1585,0,0,202,0,19,8837
1586,0,0,25,18,140,1275
1587,2252,110,175,351,406,19011
1588,0,0,41,125,165,0
1589,849,120,171,0,425,16874
1590,637,216,0,279,213,0
1591,580,60,0,0,11,5940
1592,2673,419,274,33,109,12512
1593,0,35,36,181,116,9072
1594,0,158,138,250,212,1189
1595,597,219,174,171,0,12392
1596,0,88,194,102,285,4964
1597,588,0,0,0,170,1682
1598,0,0,159,134,144,12133
1599,0,253,143,0,199,11689
1600,202,111,0,377,192,15445
1601,1165,0,49,364,190,3994
1602,0,0,0,151,112,17274
1603,0,2,195,30,150,5271
1604,0,0,290,144,41,12629
1605,0,105,69,255,222,363
1606,614,255,99,139,65,1148
1607,355,33,53,0,120,0
1608,306,66,29,24,236,0
1609,130,95,0,101,236,8074
1610,686,292,71,152,0,5127
1611,1184,39,189,378,88,0
1612,0,284,210,209,0,0
1613,0,46,140,0,0,6659
1614,167,67,115,189,8,15536
1615,297,0,107,310,196,4577
1616,1495,0,278,289,120,0
1617,547,272,0,191,223,4311
1618,1784,0,31,355,33,9806
1619,429,109,335,47,119,11040
1620,1294,0,49,314,278,0
1621,2028,0,0,250,0,0
1622,0,0,109,40,323,16227
1623,0,73,91,201,130,1271
1624,633,0,122,0,0,0
1625,1082,0,0,105,320,2565
1626,510,0,374,0,92,14117
1627,3367,0,51,21,120,0
1628,953,185,76,389,139,12615
1629,769,0,136,40,8,10414
1630,677,72,0,60,0,118
1631,0,75,0,140,41,0
1632,1592,183,154,20,0,1445
1633,0,114,49,238,330,2398
1634,284,137,34,280,138,0
1635,0,0,168,60,310,3915
1636,0,147,0,0,300,9801
1637,288,88,213,98,66,6643
1638,0,373,146,266,246,0
1639,2231,0,145,99,0,12146
1640,225,48,150,40,269,0
1641,924,56,0,213,77,12713
1642,903,89,0,247,0,0
1643,591,185,399,32,369,4565
1644,178,186,233,223,170,0
1645,941,277,112,82,237,3273
1646,1530,201,34,86,283,4392
1647,129,195,44,129,269,5066
1648,2504,0,72,338,287,5418
1649,1168,28,43,12,438,0
1650,2037,90,0,406,102,0
1651,0,0,200,0,4,0
1652,420,174,212,144,270,0
1653,1160,167,207,0,141,0
1654,1686,121,104,0,166,0
1655,667,0,4,161,0,0
1656,155,148,179,0,227,0
1657,457,219,79,0,254,3880
1658,724,0,78,118,37,10621
1659,555,0,0,169,0,12402
1660,0,15,102,0,0,9843
1661,1220,0,97,309,104,4934
1662,153,254,61,264,57,3675
1663,1247,146,34,187,140,4239
1664,77,73,228,137,0,3655
1665,938,113,0,164,71,12411
1666,1546,160,6,0,166,3666
1667,241,125,0,48,0,2369
1668,40,0,0,320,49,9080
1669,90,89,327,189,235,6804
1670,0,368,0,307,152,4124
1671,1078,0,148,0,109,0
1672,411,51,49,0,0,1172
1673,0,326,335,0,166,2808
1674,1731,238,57,0,0,3252
1675,0,159,220,185,177,1067
1676,1582,51,392,211,437,4621
1677,1301,0,2,63,314,3013
1678,266,234,86,258,0,7528
1679,1168,30,148,15,0,5452
1680,1461,0,244,7,123,12976
1681,1808,351,262,80,147,6166
1682,0,0,137,279,114,5652
1683,418,123,246,0,175,0
1684,185,0,112,206,261,0
1685,621,0,53,132,19,9486
1686,794,129,186,174,94,12476
1687,930,51,214,0,150,7913
1688,999,171,51,370,173,0
1689,0,308,74,7,154,8604
1690,786,99,120,283,14,0
1691,1180,31,199,1,0,0
1692,879,164,3,0,421,2355
1693,0,262,87,240,0,8565
1694,2003,177,89,165,0,7335
1695,1384,0,0,148,36,8856
1696,426,85,232,93,18,4359
1697,641,78,0,317,54,4879
1698,1329,229,314,291,17,0
1699,985,244,62,204,97,0
1700,0,162,354,148,181,0
1701,1259,107,138,269,84,10814
1702,0,208,55,210,0,13671
1703,765,109,181,49,80,2934
1704,0,330,166,149,250,9308
1705,0,0,183,64,219,6047
1706,321,184,213,173,100,10366
1707,179,91,313,0,0,3900
1708,2781,153,0,134,222,208
1709,759,72,9,0,260,0
1710,560,14,210,94,246,0
1711,0,133,163,166,98,13376
1712,178,214,176,0,0,4313
1713,0,18,142,149,245,12855
1714,0,0,161,231,26,1248
1715,0,0,94,97,392,6841
1716,88,186,439,186,14,0
1717,0,94,28,218,209,3893
1718,741,40,39,101,0,0
1719,0,0,103,171,88,5861
1720,1074,261,0,0,138,12512
1721,778,227,89,21,25,8454
1722,828,13,0,279,206,4724
1723,0,66,59,130,0,12550
1724,830,165,15,357,86,4756
1725,0,148,44,167,0,4019
1726,2428,184,0,168,201,0
1727,0,132,283,9,77,8610
1728,0,15,269,70,185,13188
1729,3078,0,305,0,46,14969
1730,1830,0,312,263,12,0
1731,2360,216,289,135,0,17109
1732,1922,220,61,128,0,5410
1733,0,198,197,221,248,1375
1734,0,0,149,59,165,0
1735,805,173,118,274,246,8499
1736,1149,97,193,374,167,554
1737,337,203,201,0,266,7730
1738,230,46,92,0,150,11996
1739,0,0,413,30,168,14049
1740,2103,55,172,234,25,0
1741,591,238,300,117,184,8019
1742,0,257,82,6,106,0
1743,426,3,188,122,165,7794
1744,1137,175,218,167,0,0
